"Id","DirName","Title","Size","DeletedDate","ItemType","ItemState","DeletedByName"
"c715ed4b-efe4-4e02-8dd4-bd3bc5a295e2","sites/ProjectDrive/Lists/ProjectUpdates","Test project","316","12/20/2023 11:00:18 PM","ListItem","FirstStageRecycleBin","Art Malin"
