"Id","DirName","Title","Size","DeletedDate","ItemType","ItemState","DeletedByName"
"127fc760-6e6d-42a5-8e66-ec4505bf8b92","sites/Shared/Shared Documents/Reports/Phone","Auto_Phone - User Activity Report.pdf","380549","1/22/2024 7:24:10 PM","File","FirstStageRecycleBin","Art Malin"
"bede2e72-b610-4aa1-b21a-b757bc6fce62","sites/Shared/Shared Documents/Reports/Phone","Auto_Phone - User Activity Report.pdf","380546","1/22/2024 7:28:03 PM","File","FirstStageRecycleBin","Art Malin"
"258421b5-5bab-41c2-b432-ac799bb5a712","sites/Shared/Shared Documents/Reports/Email","Auto_Phone - User Activity Report.pdf","126907","1/22/2024 7:30:32 PM","File","FirstStageRecycleBin","Art Malin"
"ade550d7-e62d-4139-bd2f-d12bf4f164a8","sites/Shared/Shared Documents/Reports/Phone","Auto_Phone - User Activity Report.pdf","821304","2/7/2024 6:09:30 PM","File","FirstStageRecycleBin","Art Malin"
"b715194a-b4d0-4fbb-8039-8fb4da5c40cc","sites/Shared/Shared Documents/Reports/Phone","Auto_Phone - User Activity Report SPACES.csv","181184","2/7/2024 6:09:30 PM","File","FirstStageRecycleBin","Art Malin"
"b59283db-cf4c-40c4-ae8b-b92f5b7ebed7","sites/Shared/Shared Documents/Reports/Phone","Auto_Phone - User Activity Report MANUAL TEST.csv","181184","2/7/2024 6:09:30 PM","File","FirstStageRecycleBin","Art Malin"
"4c55ad97-2c6d-4573-a42e-212ce74fb0b9","sites/Shared/Shared Documents/Reports/Phone","Auto_Phone - User Activity Report MANUAL TEST with _br_.csv","181184","2/7/2024 6:09:30 PM","File","FirstStageRecycleBin","Art Malin"
"dd2d3c79-8c9b-4847-8d31-a62b5aa85671","sites/Shared/Shared Documents/Reports/Phone","Auto_Phone - User Activity Report LAST ONE.pdf","440603","2/7/2024 6:09:30 PM","File","FirstStageRecycleBin","Art Malin"
"7faeb89c-a359-4ed7-ab01-2ab50d11a353","sites/Shared/Shared Documents/Reports/Phone","Auto_Phone - User Activity Report CTRL ENTER.csv","181184","2/7/2024 6:09:29 PM","File","FirstStageRecycleBin","Art Malin"
"9182eaf1-cbee-41bb-8dc6-1b98973f2a39","sites/Shared/Shared Documents/Reports/Email","Auto_Email Daily Mail Read_Sent_Received Count by Users.xlsx","371565","2/7/2024 9:22:45 PM","File","FirstStageRecycleBin","Art Malin"
"173f0040-7b26-44d5-ada6-91f21446f51b","sites/Shared/Lists/ReportingDept","Administration","228","2/7/2024 12:08:53 AM","ListItem","FirstStageRecycleBin","Art Malin"
